Movie_Name,Movie_Rating,Movie_cerificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Des
The Magdalene Sisters,7.7,R,2002,114 min,"Eileen Walsh, Dorothy Duffy, Nora-Jane Noone, Anne-Marie Duff",Drama            ,"https://m.media-amazon.com/images/M/MV5BMWExODI2ZjUtMTE2MS00NmRkLWJhYzYtYTkyMTFiMzEwMjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.
21 Grams,7.7,UA,2003,124 min,"Sean Penn, Benicio Del Toro, Naomi Watts, Danny Huston","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
Finding Neverland,7.7,U,2004,106 min,"Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell","Biography, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BYWYwMjFjM2UtMDBiYy00ZjFjLTkwMDYtYThlNWMxNDk3MzdkXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg",The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
Good Bye Lenin!,7.7,R,2003,121 min,"Daniel Brühl, Katrin Sass, Chulpan Khamatova, Florian Lukas","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
In America,7.7,PG-13,2002,105 min,"Paddy Considine, Samantha Morton, Djimon Hounsou, Sarah Bolger",Drama            ,"https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
The Butterfly Effect,7.7,UA,2004,113 min,"Ashton Kutcher, Amy Smart, Melora Walters, Elden Henson","Drama, Sci-Fi, Thriller            ","https://m.media-amazon.com/images/M/MV5BODNiZmY2MWUtMjFhMy00ZmM2LTg2MjYtNWY1OTY5NGU2MjdjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
Adaptation.,7.7,R,2002,115 min,"Nicolas Cage, Meryl Streep, Chris Cooper, Tilda Swinton","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BZjIwZWU0ZDItNzBlNS00MDIwLWFlZjctZTJjODdjZWYxNzczL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
Black Hawk Down,7.7,A,2001,144 min,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana","Action, Drama, History            ","https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis."
Road to Perdition,7.7,A,2002,117 min,"Tom Hanks, Tyler Hoechlin, Rob Maxey, Liam Aiken","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNjcxMmQ0MmItYTkzYy00MmUyLTlhOTQtMmJmNjE3MDMwYjdlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
Das Experiment,7.7,R,2001,120 min,"Moritz Bleibtreu, Christian Berkel, Oliver Stokowski, Wotan Wilke Möhring","Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNThiMDc1YjUtYmE3Zi00MTM1LTkzM2MtNjdlNzQ4ZDlmYjRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR1,0,67,98_AL_.jpg","For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
Billy Elliot,7.7,UA,2000,110 min,"Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven","Drama, Music            ","https://m.media-amazon.com/images/M/MV5BNGY3NWYwNzctNWU5Yi00ZjljLTgyNDgtZjNhZjRlNjc0ZTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
Hedwig and the Angry Inch,7.7,R,2001,95 min,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski","Comedy, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BZGY5NWUyNDUtZWJhZi00ZjMxLWFmMjMtYmJhZjVkZGZhNWQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.
The Count of Monte Cristo,7.7,UA,2002,131 min,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
Y tu mamá también,7.7,A,2001,106 min,"Maribel Verdú, Gael García Bernal, Daniel Giménez Cacho, Ana López Mercado",Drama            ,"https://m.media-amazon.com/images/M/MV5BNDhjMzc3ZTgtY2Y4MC00Y2U3LWFiMDctZGM3MmM4N2YzNDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
Waking Life,7.7,R,2001,99 min,"Ethan Hawke, Trevor Jack Brooks, Lorelei Linklater, Wiley Wiggins","Animation, Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.
Ocean's Eleven,7.7,UA,2001,116 min,"George Clooney, Brad Pitt, Julia Roberts, Matt Damon","Crime, Thriller            ","https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
"O Brother, Where Art Thou?",7.7,U,2000,107 min,"George Clooney, John Turturro, Tim Blake Nelson, John Goodman","Adventure, Comedy, Crime            ","https://m.media-amazon.com/images/M/MV5BMjZkOTdmMWItOTkyNy00MDdjLTlhNTQtYzU3MzdhZjA0ZDEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them."
Minority Report,7.7,A,2002,145 min,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow","Action, Crime, Mystery            ","https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
"South Park: Bigger, Longer & Uncut",7.7,A,1999,81 min,"Trey Parker, Matt Stone, Mary Kay Bergman, Isaac Hayes","Animation, Comedy, Fantasy            ","https://m.media-amazon.com/images/M/MV5BOGE0ZWI0YzAtY2NkZi00YjkyLWIzYWEtNTJmMzJjODllNjdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
Office Space,7.7,R,1999,89 min,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu",Comedy            ,"https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg",Three company workers who hate their jobs decide to rebel against their greedy boss.
Happiness,7.7,NA,1998,134 min,"Jane Adams, Jon Lovitz, Philip Seymour Hoffman, Dylan Baker","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BM2FlNzE0ZmUtMmVkZS00MWQ3LWE4OWQtYjQwZjdhNzRmNWE2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts society as a whole might find disturbing in a desperate search for human connection."
The Boondock Saints,7.7,A,1999,108 min,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco","Action, Thriller            ","https://m.media-amazon.com/images/M/MV5BYzVmMTdjOTYtOTJkYS00ZTg2LWExNTgtNzA1N2Y0MDgwYWFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.
Training Day,7.7,A,2001,122 min,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMDZkMTUxYWEtMDY5NS00ZTA5LTg3MTItNTlkZWE1YWRjYjMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
Lola rennt,7.7,UA,1998,81 min,"Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMmU5ZjFmYjQtYmNjZC00Yjk4LWI1ZTQtZDJiMjM0YjQyNDU0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
Abre los ojos,7.7,U,1997,119 min,"Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez","Drama, Mystery, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BYjAyNmFlMzgtZDNiYi00N2FkLTk5YTEtYjMxNDJlMTJkZjg3XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX67_CR0,0,67,98_AL_.jpg","A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
Ta'm e guilass,7.7,NA,1997,95 min,"Homayoun Ershadi, Abdolrahman Bagheri, Afshin Khorshid Bakhtiari, Safar Ali Moradi",Drama            ,"https://m.media-amazon.com/images/M/MV5BNDcyNTJhMjUtNzZlMC00ZjY0LTlhMmQtY2E0ZTNlMzkwOWFkXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UX67_CR0,0,67,98_AL_.jpg",An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.
As Good as It Gets,7.7,A,1997,139 min,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery."
Hana-bi,7.7,NA,1997,103 min,"Takeshi Kitano, Kayoko Kishimoto, Ren Ôsugi, Susumu Terajima","Crime, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BODk4MzE5NjgtN2ZhOS00YTdkLTg0YzktMmE1MTkxZmMyMWI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
The Fifth Element,7.7,UA,1997,126 min,"Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm","Action, Adventure, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_UY98_CR0,0,67,98_AL_.jpg","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay."
Donnie Brasco,7.7,A,1997,127 min,"Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby","Biography, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BYzMzMDZkYWEtODIzNS00YjI3LTkxNTktOWEyZGM3ZWI2MWM4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one."
Chun gwong cha sit,7.7,NA,1997,96 min,"Leslie Cheung, Tony Chiu-Wai Leung, Chang Chen, Gregory Dayton","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMjk1MmM4MTEtM2ZjZC00MjIzLWJiNTktM2YxNWRkMzljY2EzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.
Shine,7.7,Not Rated,1996,105 min,"Geoffrey Rush, Armin Mueller-Stahl, Justin Braine, Sonia Todd","Biography, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BNTNlZDhkNTMtYTExYS00NGRiLTlhZTItM2JlOWQ3MzE4YzdhXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim."
Primal Fear,7.7,A,1996,129 min,"Richard Gere, Laura Linney, Edward Norton, John Mahoney","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg","An altar boy is accused of murdering a priest, and the truth is buried several layers deep."
Sense and Sensibility,7.7,U,1995,136 min,"Emma Thompson, Kate Winslet, James Fleet, Tom Wilkinson","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
Apollo 13,7.7,U,I 1995,140 min,"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise","Adventure, Drama, History            ","https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
Clerks,7.7,U,1994,92 min,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer",Comedy            ,"https://m.media-amazon.com/images/M/MV5BNzE1Njk0NmItNDhlMC00ZmFlLWI4ZTUtYTY4ZjgzNjkyMTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
Short Cuts,7.7,R,1993,188 min,"Andie MacDowell, Julianne Moore, Tim Robbins, Bruce Davison","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BZWY0ODc2NDktYmYxNS00MGZiLTk5YjktZjgwZWFhNDQ0MzNhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",The day-to-day lives of several suburban Los Angeles residents.
Philadelphia,7.7,UA,1993,125 min,"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman",Drama            ,"https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg","When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit."
The Muppet Christmas Carol,7.7,NA,1992,85 min,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson","Comedy, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",The Muppet characters tell their version of the classic tale of an old and bitter miser's redemption on Christmas Eve.
Malcolm X,7.7,U,1992,202 min,"Denzel Washington, Angela Bassett, Delroy Lindo, Spike Lee","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BZDkzOTFmMTUtMmI2OS00MDE4LTg5YTUtODMwNDMzNmI5OGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR3,0,67,98_AL_.jpg","Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam."
The Last of the Mohicans,7.7,UA,1992,112 min,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BZDNiYmRkNDYtOWU1NC00NmMxLWFkNmUtMGI5NTJjOTJmYTM5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.
Kurenai no buta,7.7,U,1992,94 min,"Shûichirô Moriyama, Tokiko Katô, Bunshi Katsura Vi, Tsunehiko Kamijô","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BZjVkYmFkZWQtZmNjYy00NmFhLTliMWYtNThlOTUxNjg5ODdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR4,0,67,98_AL_.jpg","In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig."
Glengarry Glen Ross,7.7,R,1992,100 min,"Al Pacino, Jack Lemmon, Alec Baldwin, Alan Arkin","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",An examination of the machinations behind the scenes at a real estate office.
A Few Good Men,7.7,U,1992,138 min,"Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon","Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMmRlZDQ1MmUtMzE2Yi00YTkxLTk1MGMtYmIyYWQwODcxYzRlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.
Night on Earth,7.7,R,1991,129 min,"Winona Ryder, Gena Rowlands, Lisanne Falk, Alan Randolph Scott","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BOGNmMjBmZWEtOWYwZC00NGIzLTg0YWItMzkzMWMwOTU4YTViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX67_CR0,0,67,98_AL_.jpg",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.
Fried Green Tomatoes,7.7,U,1991,130 min,"Kathy Bates, Jessica Tandy, Mary Stuart Masterson, Mary-Louise Parker",Drama            ,"https://m.media-amazon.com/images/M/MV5BOWQ1ZWE0MTQtMmEwOS00YjA3LTgyZTAtNjY5ODEyZTJjNDI2XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg",A housewife who is unhappy with her life befriends an old lady in a nursing home and is enthralled by the tales she tells of people she used to know.
La double vie de Véronique,7.7,R,1991,98 min,"Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska, Kalina Jedrusik","Drama, Fantasy, Music            ","https://m.media-amazon.com/images/M/MV5BYmE0ZGRiMDgtOTU0ZS00YWUwLTk5YWQtMzhiZGVhNzViMGZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
Yume,7.7,NA,1990,119 min,"Akira Terao, Mitsuko Baishô, Toshie Negishi, Mieko Harada","Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BZWY3NDU0ZWUtMDdlYS00NmIwLTg4YjktN2M4YzAxOGZjNmI0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
Miller's Crossing,7.7,NA,1990,115 min,"Gabriel Byrne, Albert Finney, John Turturro, Marcia Gay Harden","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
