Movie_Name,Movie_Rating,Movie_cerificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Des
Blade Runner,8.1,UA,1982,117 min,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos","Action, Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
Stalker,8.1,U,1979,162 min,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn, Nikolay Grinko","Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMDgwODNmMGItMDcwYi00OWZjLTgyZjAtMGYwMmI4N2Q0NmJmXkEyXkFqcGdeQXVyNzY1MTU0Njk@._V1_UY98_CR1,0,67,98_AL_.jpg",A guide leads two men through an area known as the Zone to find a room that grants wishes.
Life of Brian,8.1,NA,1979,94 min,"Graham Chapman, John Cleese, Michael Palin, Terry Gilliam",Comedy            ,"https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
Höstsonaten,8.1,U,1978,99 min,"Ingrid Bergman, Liv Ullmann, Lena Nyman, Halvar Björk","Drama, Music            ","https://m.media-amazon.com/images/M/MV5BNGIyMWRlYTctMWNlMi00ZGIzLThjOTgtZjQzZjRjNmRhMDdlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
The Deer Hunter,8.1,A,1978,183 min,"Robert De Niro, Christopher Walken, John Cazale, John Savage","Drama, War            ","https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.
Rocky,8.1,U,1976,120 min,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers","Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BMTY5MDMzODUyOF5BMl5BanBnXkFtZTcwMTQ3NTMyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
Network,8.1,UA,1976,121 min,"Faye Dunaway, William Holden, Peter Finch, Robert Duvall",Drama            ,"https://m.media-amazon.com/images/M/MV5BZGNjYjM2MzItZGQzZi00NmY3LTgxOGUtMTQ2MWQxNWQ2MmMwXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control."
The Message,8.1,NA,1976,177 min,"Anthony Quinn, Irene Papas, Michael Ansara, Johnny Sekka","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BMjk3YjJmYTctMTAzZC00MzE4LWFlZGMtNDM5OTMyMDEzZWIxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg",This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.
Sholay,8.1,U,1975,204 min,"Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan","Action, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BOWQ0YTUzYzItYjI0MC00OTZmLWE1MWQtY2EzMzU2MTlmMmJjXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_UY98_CR4,0,67,98_AL_.jpg","After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit."
Jaws,8.1,A,1975,124 min,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary","Adventure, Thriller            ","https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","When a killer shark unleashes chaos on a beach community off Long Island, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down."
Barry Lyndon,8.1,U,1975,185 min,"Ryan O'Neal, Marisa Berenson, Patrick Magee, Hardy Krüger","Adventure, Drama, History            ","https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
Paper Moon,8.1,U,1973,102 min,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman","Comedy, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BOWVmYzQwY2MtOTBjNi00MDNhLWI5OGMtN2RiMDYxODI3MjU5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
The Exorcist,8.1,A,1973,122 min,"Ellen Burstyn, Max von Sydow, Linda Blair, Lee J. Cobb",Horror            ,"https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","When a 12-year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her."
Anand,8.1,U,1971,122 min,"Rajesh Khanna, Amitabh Bachchan, Sumita Sanyal, Ramesh Deo","Drama, Musical            ","https://m.media-amazon.com/images/M/MV5BNTMzNGFlYmUtMTA0Ny00MzE1LTk1NjAtNjIxYzczZmQxNzk2XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR2,0,67,98_AL_.jpg","The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend."
Cool Hand Luke,8.1,A,1967,127 min,"Paul Newman, George Kennedy, Strother Martin, J.D. Cannon","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg","A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
Persona,8.1,NA,1966,85 min,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar Björnstrand","Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNjdhMGYyNTYtNTg5OC00MzY0LWE4YjctZWI3NDRkMzIyODBiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",A nurse is put in charge of a mute actress and finds that their personae are melding together.
Andrei Rublev,8.1,NA,1966,205 min,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolay Sergeev","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_UY98_CR2,0,67,98_AL_.jpg","The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
The Sound of Music,8.1,U,1965,172 min,"Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn","Biography, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BM2Q3YWMzMWItMjY4NS00ZjQ4LWEwYzQtODMwMjU1ZDg4ZjA4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
La battaglia di Algeri,8.1,NA,1966,121 min,"Brahim Hadjadj, Jean Martin, Yacef Saadi, Samia Kerbash","Drama, War            ","https://m.media-amazon.com/images/M/MV5BN2M4YTA4ZTEtN2EyNy00YTlmLWE4YzYtYjYyYjRkMWM4ZDM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
The Man Who Shot Liberty Valance,8.1,U,1962,123 min,"James Stewart, John Wayne, Vera Miles, Lee Marvin","Drama, Western            ","https://m.media-amazon.com/images/M/MV5BMGEyNzhkYzktMGMyZS00YzRiLWJlYjktZjJkOTU5ZDY0ZGI4XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",A senator returns to a western town for the funeral of an old friend and tells the story of his origins.
Jungfrukällan,8.1,A,1960,89 min,"Max von Sydow, Birgitta Valberg, Gunnel Lindblom, Birgitta Pettersson",Drama            ,"https://m.media-amazon.com/images/M/MV5BNDgyNmMzYmYtYzAwZi00NGU4LWJjYmQtNzY0MmUyNDQ1NzBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
Inherit the Wind,8.1,NA,1960,128 min,"Spencer Tracy, Fredric March, Gene Kelly, Dick York","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BMGQ5ODNkNWYtYTgxZS00YjJkLThhODAtYzUwNGNiYjRmNjdkXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_UY98_CR4,0,67,98_AL_.jpg","Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution."
Les quatre cents coups,8.1,U,1959,99 min,"Jean-Pierre Léaud, Albert Rémy, Claire Maurier, Guy Decomble","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR3,0,67,98_AL_.jpg","A young boy, left without attention, delves into a life of petty crime."
Ben-Hur,8.1,U,1959,212 min,"Charlton Heston, Jack Hawkins, Stephen Boyd, Haya Harareet","Adventure, Drama, History            ","https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
Kakushi-toride no san-akunin,8.1,NA,1958,139 min,"Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BYjJkN2Y5MTktZDRhOS00NTUwLWFiMzEtMTVlNWU4ODM0Y2E5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR1,0,67,98_AL_.jpg","Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
Det sjunde inseglet,8.1,A,1957,96 min,"Max von Sydow, Gunnar Björnstrand, Bengt Ekerot, Nils Poppe","Drama, Fantasy, History            ","https://m.media-amazon.com/images/M/MV5BM2I1ZWU4YjMtYzU0My00YmMzLWFmNTAtZDJhZGYwMmI3YWQ5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
Le notti di Cabiria,8.1,NA,1957,110 min,"Giulietta Masina, François Périer, Franca Marzi, Dorian Gray",Drama            ,"https://m.media-amazon.com/images/M/MV5BOTdhNmUxZmQtNmMwNC00MzE3LWE1MTUtZDgxZTYwYjEzZjcwXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_UY98_CR0,0,67,98_AL_.jpg",A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
Kumonosu-jô,8.1,U,1957,110 min,"Toshirô Mifune, Minoru Chiaki, Isuzu Yamada, Takashi Shimura","Drama, History            ","https://m.media-amazon.com/images/M/MV5BNGYxZjA2M2ItYTRmNS00NzRmLWJkYzgtYTdiNGFlZDI5ZjNmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_UY98_CR0,0,67,98_AL_.jpg","A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
On the Waterfront,8.1,A,1954,108 min,"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BY2I0MWFiZDMtNWQyYy00Njk5LTk3MDktZjZjNTNmZmVkYjkxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
Les diaboliques,8.1,NA,1955,117 min,"Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel","Crime, Drama, Horror            ","https://m.media-amazon.com/images/M/MV5BZDVlZDdjNDktN2M4ZC00NjdkLThiMDctM2FiZWNlYjIzNDExXkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UY98_CR1,0,67,98_AL_.jpg",The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.
Ace in the Hole,8.1,NA,1951,111 min,"Kirk Douglas, Jan Sterling, Robert Arthur, Porter Hall","Drama, Film-Noir            ","https://m.media-amazon.com/images/M/MV5BNDUzZjlhZTYtN2E5MS00ODQ3LWI1ZjgtNzdiZmI0NTZiZTljXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg","A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
White Heat,8.1,NA,1949,114 min,"James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BZmI5NTA3MjItYzdhMi00MWMxLTg3OWMtYWQyYjg5MTFmM2U0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
The Third Man,8.1,U,1949,104 min,"Orson Welles, Joseph Cotten, Alida Valli, Trevor Howard","Film-Noir, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
The Red Shoes,8.1,NA,1948,135 min,"Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann","Drama, Music, Romance            ","https://m.media-amazon.com/images/M/MV5BOWRmNGEwZjUtZjEwNS00OGZmLThhMmEtZTJlMTU5MGQ3ZWUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
The Best Years of Our Lives,8.1,NA,1946,170 min,"Myrna Loy, Dana Andrews, Fredric March, Teresa Wright","Drama, Romance, War            ","https://m.media-amazon.com/images/M/MV5BY2RmNTRjYzctODI4Ni00MzQyLWEyNTAtNjU0N2JkMTNhNjJkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
The Shop Around the Corner,8.1,NA,1940,99 min,"Margaret Sullavan, James Stewart, Frank Morgan, Joseph Schildkraut","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNzc1MTcyNTQ5N15BMl5BanBnXkFtZTgwMzgwMDI0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg","Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
Rebecca,8.1,NA,1940,130 min,"Laurence Olivier, Joan Fontaine, George Sanders, Judith Anderson","Drama, Film-Noir, Mystery            ","https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
The Grapes of Wrath,8.1,NA,1940,129 min,"Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin",Drama            ,"https://m.media-amazon.com/images/M/MV5BNzJiOGI2MjctYjUyMS00ZjkzLWE2ZmUtOTg4NTZkOTNhZDc1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","An Oklahoma family driven off their farm by the poverty and hopelessness of the Dust Bowl joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
The Wizard of Oz,8.1,U,1939,102 min,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr","Adventure, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","Young Dorothy Gale and her dog are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes."
Mr. Smith Goes to Washington,8.1,U,1939,129 min,"James Stewart, Jean Arthur, Claude Rains, Edward Arnold","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character."
La Grande Illusion,8.1,NA,1937,113 min,"Jean Gabin, Dita Parlo, Pierre Fresnay, Erich von Stroheim","Drama, War            ","https://m.media-amazon.com/images/M/MV5BMTg3MTI5NTk0N15BMl5BanBnXkFtZTgwMjU1MDM5MTE@._V1_UY98_CR2,0,67,98_AL_.jpg","During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress."
It Happened One Night,8.1,NA,1934,105 min,"Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns","Comedy, Romance            ","https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops."
All Quiet on the Western Front,8.1,U,1930,152 min,"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy","Drama, War            ","https://m.media-amazon.com/images/M/MV5BMzg2MWQ4MDEtOGZlNi00MTg0LWIwMjQtYWY5NTQwYmUzMWNmXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror."
The Circus,8.1,NA,1928,72 min,"Charles Chaplin, Merna Kennedy, Al Ernest Garcia, Harry Crocker","Comedy, Family, Romance            ","https://m.media-amazon.com/images/M/MV5BM2QwYWQ0MWMtNzcwOC00N2Q2LWE1MDEtZmQxZjhiM2U1YzFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",The Tramp finds work and the girl of his dreams at a circus.
Sunrise: A Song of Two Humans,8.1,NA,1927,94 min,"George O'Brien, Janet Gaynor, Margaret Livingston, Bodil Rosing","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNDVkYmYwM2ItNzRiMy00NWQ4LTlhMjMtNDI1ZDYyOGVmMzJjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A sophisticated urban woman seduces a farmer in the hopes that he will murder his neglected wife and join her in the city, but he soon finds himself rekindling his romance with the latter when she discovers their scheme."
Badhaai ho,8.0,UA,2018,124 min,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Sanya Malhotra","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BNjZlMDdmN2YtYThmZi00NGQzLTk0ZTQtNTUyZDFmODExOGNiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg",A man is embarrassed when he finds out his mother is pregnant.
