Movie_Name,Movie_Rating,Movie_cerificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Des
Once Upon a Time in... Hollywood,7.6,A,2019,161 min,"Leonardo DiCaprio, Brad Pitt, Margot Robbie, Emile Hirsch","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BOTg4ZTNkZmUtMzNlZi00YmFjLTk1MmUtNWQwNTM0YjcyNTNkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_UX67_CR0,0,67,98_AL_.jpg",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.
Guardians of the Galaxy Vol. 2,7.6,UA,2017,136 min,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel","Action, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BNjM0NTc0NzItM2FlYS00YzEwLWE0YmUtNTA2ZWIzODc2OTgxXkEyXkFqcGdeQXVyNTgwNzIyNzg@._V1_UX67_CR0,0,67,98_AL_.jpg","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego."
Baby Driver,7.6,UA,2017,113 min,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_UX67_CR0,0,67,98_AL_.jpg","After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
Bridge of Spies,7.6,UA,2015,142 min,"Tom Hanks, Mark Rylance, Alan Alda, Amy Ryan","Drama, History, Thriller            ","https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_UX67_CR0,0,67,98_AL_.jpg","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers."
Incredibles 2,7.6,UA,2018,118 min,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner","Animation, Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_UX67_CR0,0,67,98_AL_.jpg",The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.
Moana,7.6,U,I 2016,107 min,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
Creed,7.6,UA,II 2015,133 min,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Action, Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BNmZkYjQzY2QtNjdkNC00YjkzLTk5NjUtY2MyNDNiYTBhN2M2XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UX67_CR0,0,67,98_AL_.jpg","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
Leviafan,7.6,R,2014,140 min,"Aleksey Serebryakov, Elena Lyadova, Roman Madyanov, Vladimir Vdovichenkov","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNDBhNmQ3MDYtZDFkYS00MWIwLTg4OGQtNTYxNGIwNGNhNjBmL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UY98_CR1,0,67,98_AL_.jpg","In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
Hell or High Water,7.6,R,II 2016,102 min,"Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
Philomena,7.6,PG-13,2013,98 min,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham","Biography, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
Dawn of the Planet of the Apes,7.6,UA,2014,130 min,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
Serbuan maut,7.6,A,2011,101 min,"Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah","Action, Crime, Thriller            ","https://m.media-amazon.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
End of Watch,7.6,A,2012,109 min,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera","Action, Adventure, Crime            ","https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_UX67_CR0,0,67,98_AL_.jpg","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
127 Hours,7.6,UA,2010,94 min,"James Franco, Amber Tamblyn, Kate Mara, Sean Bott","Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BMTc2NjMzOTE3Ml5BMl5BanBnXkFtZTcwMDE0OTc5Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg","A mountain climber becomes trapped under a boulder while canyoneering alone near Moab, Utah and resorts to desperate measures in order to survive."
A Star Is Born,7.6,A,2018,136 min,"Lady Gaga, Bradley Cooper, Sam Elliott, Greg Grunberg","Drama, Music, Romance            ","https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.
True Grit,7.6,16,2010,110 min,"Jeff Bridges, Matt Damon, Hailee Steinfeld, Josh Brolin","Drama, Western            ","https://m.media-amazon.com/images/M/MV5BODhkZDIzNjgtOTA5ZS00MmMzLWFkNjYtM2Y2MzFjN2FkNjAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.
Despicable Me,7.6,U,2010,95 min,"Steve Carell, Jason Segel, Russell Brand, Julie Andrews","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
Rise of the Planet of the Apes,7.6,UA,2011,105 min,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval","Action, Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BYzE3ZmNlZTctMDdmNy00MjMzLWFmZmYtN2M5N2YyYTQ1ZDJjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
50/50,7.6,18,2011,100 min,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNjg3ODQyNTIyN15BMl5BanBnXkFtZTcwMjUzNzM5NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
Kick-Ass,7.6,UA,2010,117 min,"Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown","Action, Comedy, Crime            ","https://m.media-amazon.com/images/M/MV5BMTMzNzEzMDYxM15BMl5BanBnXkFtZTcwMTc0NTMxMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
Celda 211,7.6,A,2009,113 min,"Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMjI2ODE4ODAtMDA3MS00ODNkLTg4N2EtOGU0YjZmNGY4NjZlXkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_UY98_CR0,0,67,98_AL_.jpg","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
Moneyball,7.6,13,2011,133 min,"Brad Pitt, Robin Wright, Jonah Hill, Philip Seymour Hoffman","Biography, Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
La piel que habito,7.6,R,2011,120 min,"Antonio Banderas, Elena Anaya, Jan Cornet, Marisa Paredes","Drama, Horror, Thriller            ","https://m.media-amazon.com/images/M/MV5BMjMwOTYyNDY4NV5BMl5BanBnXkFtZTcwNDI1ODk0Ng@@._V1_UX67_CR0,0,67,98_AL_.jpg","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession."
Zombieland,7.6,A,2009,88 min,"Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin","Action, Comedy, Horror            ","https://m.media-amazon.com/images/M/MV5BMTU5MDg0NTQ1N15BMl5BanBnXkFtZTcwMjA4Mjg3Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg","A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
Die Welle,7.6,NA,2008,107 min,"Jürgen Vogel, Frederick Lau, Max Riemelt, Jennifer Ulrich","Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMzc0ZmUyZjAtZThkMi00ZDY5LTg5YjctYmUwM2FiYjMyMDI5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.
Sherlock Holmes,7.6,16,2009,128 min,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong","Action, Adventure, Mystery            ","https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
The Reader,7.6,UA,2008,124 min,"Kate Winslet, Ralph Fiennes, Bruno Ganz, Jeanette Hain","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg","Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial."
The Hurt Locker,7.6,A,2008,131 min,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce","Drama, Thriller, War            ","https://m.media-amazon.com/images/M/MV5BYWYxZjU2MmQtMmMzYi00ZWUwLTg2ZWQtMDExZTVlYjM3ZWM1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work."
The Blind Side,7.6,UA,2009,129 min,"Quinton Aaron, Sandra Bullock, Tim McGraw, Jae Head","Biography, Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BMjEzOTE3ODM3OF5BMl5BanBnXkFtZTcwMzYyODI4Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg","The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
Gake no ue no Ponyo,7.6,U,2008,101 min,"Cate Blanchett, Matt Damon, Liam Neeson, Tomoko Yamaguchi","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BOTc3YmM3N2QtODZkMC00ZDE5LThjMTQtYTljN2Y1YTYwYWJkXkEyXkFqcGdeQXVyODEzNjM5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him."
Superbad,7.6,A,2007,113 min,"Michael Cera, Jonah Hill, Christopher Mintz-Plasse, Bill Hader",Comedy            ,"https://m.media-amazon.com/images/M/MV5BMTc0NjIyMjA2OF5BMl5BanBnXkFtZTcwMzIxNDE1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
Seven Pounds,7.6,UA,2008,123 min,"Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy",Drama            ,"https://m.media-amazon.com/images/M/MV5BMTU0NzY0MTY5OF5BMl5BanBnXkFtZTcwODY3MDEwMg@@._V1_UY98_CR3,0,67,98_AL_.jpg",A man with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.
Eastern Promises,7.6,R,2007,100 min,"Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Josef Altin","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTcwMzU0OTY3NF5BMl5BanBnXkFtZTYwNzkwNjg2._V1_UX67_CR0,0,67,98_AL_.jpg",A teenager who dies during childbirth leaves clues in her journal that could tie her child to a rape involving a violent Russian mob family.
Stardust,7.6,U,2007,127 min,"Charlie Cox, Claire Danes, Sienna Miller, Ian McKellen","Adventure, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm."
United 93,7.6,UA,2006,111 min,"David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson","Action, Drama, History            ","https://m.media-amazon.com/images/M/MV5BMTI1Nzc3NjAwOF5BMl5BanBnXkFtZTcwNzYzMjYzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
Inside Man,7.6,18,2006,129 min,"Denzel Washington, Clive Owen, Jodie Foster, Christopher Plummer","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BYjc4MjA2ZDgtOGY3YS00NDYzLTlmNTEtYWMxMzcwZjgzYWNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation."
Gone Baby Gone,7.6,A,2007,114 min,"Morgan Freeman, Ed Harris, Casey Affleck, Michelle Monaghan","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BYmM2NDNiNGItMTRhMi00ZDA2LTgzOWMtZTE2ZjFhMDQ2M2U5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally."
The Illusionist,7.6,U,2006,110 min,"Edward Norton, Jessica Biel, Paul Giamatti, Rufus Sewell","Drama, Fantasy, Mystery            ","https://m.media-amazon.com/images/M/MV5BY2VkMzZlZDAtNTkzNS00MDIzLWFmOTctMWQwZjQ1OWJiYzQ1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UY98_CR1,0,67,98_AL_.jpg","In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
Kung Fu Panda,7.6,U,2008,92 min,"Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman","Animation, Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
Harry Potter and the Half-Blood Prince,7.6,UA,2009,153 min,"Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon","Action, Adventure, Family            ","https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past."
300,7.6,A,2006,117 min,"Gerard Butler, Lena Headey, David Wenham, Dominic West","Action, Drama            ","https://m.media-amazon.com/images/M/MV5BNWMxYTZlOTUtZDExMi00YzZmLTkwYTMtZmM2MmRjZmQ3OGY4XkEyXkFqcGdeQXVyMTAwMzUyMzUy._V1_UX67_CR0,0,67,98_AL_.jpg",King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
Match Point,7.6,R,2005,124 min,"Scarlett Johansson, Jonathan Rhys Meyers, Emily Mortimer, Matthew Goode","Drama, Romance, Thriller            ","https://m.media-amazon.com/images/M/MV5BMjRjOTMwMDEtNTY4NS00OWRjLWI4ZWItZDgwYmZhMzlkYzgxXkEyXkFqcGdeQXVyODIxOTg5MTc@._V1_UY98_CR1,0,67,98_AL_.jpg","At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
Lord of War,7.6,All,2005,122 min,"Nicolas Cage, Ethan Hawke, Jared Leto, Bridget Moynahan","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMTYzZWE3MDAtZjZkMi00MzhlLTlhZDUtNmI2Zjg3OWVlZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.
Saw,7.6,A,2004,103 min,"Cary Elwes, Leigh Whannell, Danny Glover, Ken Leung","Horror, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BMzQ2ZTBhNmEtZDBmYi00ODU0LTgzZmQtNmMxM2M4NzM1ZjE4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX67_CR0,0,67,98_AL_.jpg","Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
Mysterious Skin,7.6,Unrated,2004,105 min,"Brady Corbet, Joseph Gordon-Levitt, Elisabeth Shue, Chase Ellison",Drama            ,"https://m.media-amazon.com/images/M/MV5BMTgxMjQ4NzE5OF5BMl5BanBnXkFtZTcwNzkwOTkyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth."
Un long dimanche de fiançailles,7.6,U,2004,133 min,"Audrey Tautou, Gaspard Ulliel, Jodie Foster, Dominique Pinon","Drama, Mystery, Romance            ","https://m.media-amazon.com/images/M/MV5BZWI4ZTgwMzktNjk3Yy00OTlhLTg3YTAtMTA1MWVlMWJiOTRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
The Station Agent,7.6,R,2003,89 min,"Peter Dinklage, Patricia Clarkson, Bobby Cannavale, Paul Benjamin","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss."
Love Actually,7.6,A,2003,135 min,"Hugh Grant, Martine McCutcheon, Liam Neeson, Laura Linney","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_UX67_CR0,0,67,98_AL_.jpg","Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
25th Hour,7.6,R,2002,135 min,"Edward Norton, Barry Pepper, Philip Seymour Hoffman, Rosario Dawson",Drama            ,"https://m.media-amazon.com/images/M/MV5BNmE0YjdlYTktMTU4Ni00Mjk2LWI3NWMtM2RjNmFiOTk4YjYxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
I Am Sam,7.6,U,2001,132 min,"Sean Penn, Michelle Pfeiffer, Dakota Fanning, Dianne Wiest",Drama            ,"https://m.media-amazon.com/images/M/MV5BYzEyNzc0NjctZjJiZC00MWI1LWJlOTMtYWZkZDAzNzQ0ZDNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A mentally handicapped man fights for custody of his 7-year-old daughter and in the process teaches his cold-hearted lawyer the value of love and family.
