Movie_Name,Movie_Rating,Movie_cerificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Des
Heat,8.3,A,1995,170 min,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.
Reservoir Dogs,8.3,15+,1992,99 min,"Harvey Keitel, Tim Roth, Michael Madsen, Chris Penn","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
Indiana Jones and the Last Crusade,8.3,U,1989,127 min,"Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott","Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers."
Die Hard,8.3,A,1988,132 min,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson","Action, Thriller            ","https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
Full Metal Jacket,8.3,UA,1987,116 min,"Matthew Modine, R. Lee Ermey, Vincent D'Onofrio, Adam Baldwin","Drama, War            ","https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
Scarface,8.3,A,1983,170 min,"Al Pacino, Michelle Pfeiffer, Steven Bauer, Mary Elizabeth Mastrantonio","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
Star Wars: Episode VI - Return of the Jedi,8.3,U,1983,131 min,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","Action, Adventure, Fantasy            ","https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap."
Taxi Driver,8.3,A,1976,114 min,"Robert De Niro, Jodie Foster, Cybill Shepherd, Albert Brooks","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BM2M1MmVhNDgtNmI0YS00ZDNmLTkyNjctNTJiYTQ2N2NmYzc2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action."
Dersu Uzala,8.3,U,1975,142 min,"Maksim Munzuk, Yuriy Solomin, Mikhail Bychkov, Vladimir Khrulyov","Adventure, Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BYWY0OWJlZTgtMWUzNy00MGJhLTk5YzQtNmY5MDEwOTIxNjMyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg",The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.
The Sting,8.3,U,1973,129 min,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning","Comedy, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",Two grifters team up to pull off the ultimate con.
A Clockwork Orange,8.3,A,1971,136 min,"Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke","Crime, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned."
2001: A Space Odyssey,8.3,U,1968,149 min,"Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter","Adventure, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomputer."
Per qualche dollaro in più,8.3,U,1965,132 min,"Clint Eastwood, Lee Van Cleef, Gian Maria Volontè, Mara Krupp",Western            ,"https://m.media-amazon.com/images/M/MV5BNWM1NmYyM2ItMTFhNy00NDU0LThlYWUtYjQyYTJmOTY0ZmM0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.
To Kill a Mockingbird,8.3,U,1962,129 min,"Gregory Peck, John Megna, Frank Overton, Rosemary Murphy","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice."
Lawrence of Arabia,8.3,U,1962,228 min,"Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins","Adventure, Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UY98_CR0,0,67,98_AL_.jpg","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
Judgment at Nuremberg,8.3,A,1961,179 min,"Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich","Drama, War            ","https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_UX67_CR0,0,67,98_AL_.jpg","In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
The Apartment,8.3,U,1960,125 min,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston","Comedy, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
North by Northwest,8.3,U,1959,136 min,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis","Adventure, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."
Vertigo,8.3,A,1958,128 min,"James Stewart, Kim Novak, Barbara Bel Geddes, Tom Helmore","Mystery, Romance, Thriller            ","https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed."
Singin' in the Rain,8.3,G,1952,103 min,"Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen","Comedy, Musical, Romance            ","https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY98_CR0,0,67,98_AL_.jpg",A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.
Ikiru,8.3,U,1952,143 min,"Takashi Shimura, Nobuo Kaneko, Shin'ichi Himori, Haruo Tanaka",Drama            ,"https://m.media-amazon.com/images/M/MV5BZTdkN2E5OTYtN2FiMi00YWUwLWEzMGMtZTMzNjY0NjgzYzFiXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg",A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.
All About Eve,8.3,NA,1950,138 min,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",Drama            ,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
Ladri di biciclette,8.3,NA,1948,89 min,"Lamberto Maggiorani, Enzo Staiola, Lianella Carell, Elena Altieri",Drama            ,"https://m.media-amazon.com/images/M/MV5BNmI1ODdjODctMDlmMC00ZWViLWI5MzYtYzRhNDdjYmM3MzFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR0,0,67,98_AL_.jpg","In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it."
Double Indemnity,8.3,NA,1944,107 min,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Byron Barr","Crime, Drama, Film-Noir            ","https://m.media-amazon.com/images/M/MV5BOTdlNjgyZGUtOTczYi00MDdhLTljZmMtYTEwZmRiOWFkYjRhXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg","A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
Citizen Kane,8.3,UA,1941,119 min,"Orson Welles, Joseph Cotten, Dorothy Comingore, Agnes Moorehead","Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'."
M - Eine Stadt sucht einen Mörder,8.3,NA,1931,117 min,"Peter Lorre, Ellen Widmann, Inge Landgut, Otto Wernicke","Crime, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_UX67_CR0,0,67,98_AL_.jpg","When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt."
Metropolis,8.3,NA,1927,153 min,"Brigitte Helm, Alfred Abel, Gustav Fröhlich, Rudolf Klein-Rogge","Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTg5YWIyMWUtZDY5My00Zjc1LTljOTctYmI0MWRmY2M2NmRkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences."
The Kid,8.3,NA,1921,68 min,"Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller","Comedy, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","The Tramp cares for an abandoned child, but events put that relationship in jeopardy."
Andhadhun,8.2,UA,2018,139 min,"Ayushmann Khurrana, Tabu, Radhika Apte, Anil Dhawan","Comedy, Crime, Music            ","https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg","A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
Green Book,8.2,UA,2018,130 min,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco","Biography, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.
Klaus,8.2,7,2019,96 min,"Jason Schwartzman, J.K. Simmons, Rashida Jones, Will Sasso","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
Drishyam,8.2,UA,2015,163 min,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BYmJhZmJlYTItZmZlNy00MGY0LTg0ZGMtNWFkYWU5NTA1YTNhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY98_CR0,0,67,98_AL_.jpg","Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
