Movie_Name,Movie_Rating,Movie_cerificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Des
Crash,7.8,UA,I 2004,112 min,"Don Cheadle, Sandra Bullock, Thandiwe Newton, Karina Arroyave","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BOTk1OTA1MjIyNV5BMl5BanBnXkFtZTcwODQxMTkyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
Walk the Line,7.8,PG-13,2005,136 min,"Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick","Biography, Drama, Music            ","https://m.media-amazon.com/images/M/MV5BMjIyOTU3MjUxOF5BMl5BanBnXkFtZTcwMTQ0NjYzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins."
Ondskan,7.8,NA,2003,113 min,"Andreas Wilson, Henrik Lundström, Gustaf Skarsgård, Linda Zilliacus",Drama            ,"https://m.media-amazon.com/images/M/MV5BYjE4NzdmOGQtNWNhYS00YmI1LWE5ZTgtY2Q4MmQzODMyNGIzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR2,0,67,98_AL_.jpg","A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
The Notebook,7.8,A,2004,123 min,"Gena Rowlands, James Garner, Rachel McAdams, Ryan Gosling","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMTk3OTM5Njg5M15BMl5BanBnXkFtZTYwMzA0ODI3._V1_UX67_CR0,0,67,98_AL_.jpg","A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
The Last Samurai,7.8,UA,2003,154 min,"Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton","Action, Drama            ","https://m.media-amazon.com/images/M/MV5BMzkyNzQ1Mzc0NV5BMl5BanBnXkFtZTcwODg3MzUzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
Diarios de motocicleta,7.8,U,2004,126 min,"Gael García Bernal, Rodrigo de la Serna, Mía Maestro, Mercedes Morán","Adventure, Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BOTNmZTgyMzAtMTUwZC00NjAwLTk4MjktODllYTY5YTUwN2YwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.
Lilja 4-ever,7.8,R,2002,109 min,"Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov, Lyubov Agapova","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNjkwZjZkODEtN2EwYi00OTc5LWJkMTQtMzEzMDBkNjJiM2UzXkEyXkFqcGdeQXVyNjkwOTYwMDE@._V1_UY98_CR1,0,67,98_AL_.jpg","Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
Sennen joyû,7.8,PG,2001,87 min,"Miyoko Shôji, Shôzô Îzuka, Mami Koyama, Fumiko Orikasa","Animation, Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BNmY4NDEyYmQtODQ3MC00NjA1LTkwM2YtYjUyNTYxYTdlNDE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
Les triplettes de Belleville,7.8,PG-13,2003,80 min,"Michèle Caucheteux, Jean-Claude Donda, Michel Robin, Monica Viegas","Animation, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BNGRiOTIwNTAtYWM2Yy00Yzc4LTkyZjEtNTM3NTIyZTNhMzg1XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_UY98_CR1,0,67,98_AL_.jpg","When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him."
Cowboy Bebop: Tengoku no tobira,7.8,U,2001,115 min,"Beau Billingslea, Melissa Fahn, Nicholas Guest, Kôichi Yamadera","Animation, Action, Crime            ","https://m.media-amazon.com/images/M/MV5BMjYzYWM4YTItZjJiMC00OTM5LTg3NDgtOGQ2Njk2ZWNhN2QwXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR0,0,67,98_AL_.jpg","A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit."
Gongdong gyeongbi guyeok JSA,7.8,NA,2000,110 min,"Lee Yeong-ae, Lee Byung-hun, Kang-ho Song, Kim Tae-Woo","Action, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTI1NDA4NTMyN15BMl5BanBnXkFtZTYwNTA2ODc5._V1_UY98_CR1,0,67,98_AL_.jpg","After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
Remember the Titans,7.8,U,2000,113 min,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst","Biography, Drama, Sport            ","https://m.media-amazon.com/images/M/MV5BYThkMzgxNjEtMzFiOC00MTI0LWI5MDItNDVmYjA4NzY5MDQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.
Todo sobre mi madre,7.8,R,1999,101 min,"Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan",Drama            ,"https://m.media-amazon.com/images/M/MV5BODMyYTc3YmItZDYwZC00ZmU1LTgyNGUtMDU4NDhiOWExNmU3XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR3,0,67,98_AL_.jpg","Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela."
Cast Away,7.8,UA,2000,143 min,"Tom Hanks, Helen Hunt, Paul Sanchez, Lari White","Adventure, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BN2Y5ZTU4YjctMDRmMC00MTg4LWE1M2MtMjk4MzVmOTE4YjkzXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg",A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
The Insider,7.8,UA,1999,157 min,"Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora","Biography, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BODg0YjAzNDQtOGFkMi00Yzk2LTg1NzYtYTNjY2UwZTM2ZDdkL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR0,0,67,98_AL_.jpg",A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
October Sky,7.8,PG,1999,108 min,"Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen","Biography, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BODcwMGNhNGMtMTU4ZC00M2YxLWI4NTAtN2Q2OGU4NWJhNGViXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
Being John Malkovich,7.8,R,1999,113 min,"John Cusack, Cameron Diaz, Catherine Keener, John Malkovich","Comedy, Drama, Fantasy            ","https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg",A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
Gattaca,7.8,UA,1997,106 min,"Ethan Hawke, Uma Thurman, Jude Law, Gore Vidal","Drama, Sci-Fi, Thriller            ","https://m.media-amazon.com/images/M/MV5BODI3ZTc5NjktOGMyOC00NjYzLTgwZDYtYmQ4NDc1MmJjMjRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A genetically inferior man assumes the identity of a superior one in order to pursue his lifelong dream of space travel.
The Game,7.8,UA,1997,129 min,"Michael Douglas, Deborah Kara Unger, Sean Penn, James Rebhorn","Drama, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BZGVmMDNmYmEtNGQ2Mi00Y2ZhLThhZTYtYjE5YmQzMjZiZGMxXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg","After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
Hamlet,7.8,PG-13,1996,242 min,"Kenneth Branagh, Julie Christie, Derek Jacobi, Kate Winslet",Drama            ,"https://m.media-amazon.com/images/M/MV5BM2U5OWM5NWQtZDYwZS00NmI3LTk4NDktNzcwZjYzNmEzYWU1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg","Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
Breaking the Waves,7.8,R,1996,159 min,"Emily Watson, Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr",Drama            ,"https://m.media-amazon.com/images/M/MV5BNDYwZTU2MzktNWYxMS00NTYzLTgzOWEtMTRiYjc5NGY2Nzg1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another."
Il postino,7.8,Not Rated,1994,108 min,"Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta, Renato Scarpa","Biography, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BZmVhNWIzOTMtYmVlZC00ZDVmLWIyODEtODEzOTAxYjAwMzVlXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_UY98_CR1,0,67,98_AL_.jpg","A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
What's Eating Gilbert Grape,7.8,U,1993,118 min,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",Drama            ,"https://m.media-amazon.com/images/M/MV5BY2EyZDlhNjItODYzNi00Mzc3LWJjOWUtMTViODU5MTExZWMyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.
Tombstone,7.8,UA,1993,130 min,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton","Action, Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating."
The Sandlot,7.8,U,1993,101 min,"Tom Guiry, Mike Vitar, Art LaFleur, Patrick Renna","Comedy, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BODllYjM1ODItYjBmOC00MzkwLWJmM2YtMjMyZDU3MGJhNjc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
The Remains of the Day,7.8,U,1993,134 min,"Anthony Hopkins, Emma Thompson, John Haycraft, Christopher Reeve","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_UX67_CR0,0,67,98_AL_.jpg",A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.
Jûbê ninpûchô,7.8,A,1993,94 min,"Kôichi Yamadera, Emi Shinohara, Takeshi Aono, Osamu Saka","Animation, Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BOTMyZGI4N2YtMzdkNi00MDZmLTg4NmItMzg0ODY5NjdhZjYwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_UY98_CR1,0,67,98_AL_.jpg",A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.
Naked,7.8,NA,1993,131 min,"David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.
The Fugitive,7.8,U,1993,130 min,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal."
A Bronx Tale,7.8,R,1993,121 min,"Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BMTczOTczNjE3Ml5BMl5BanBnXkFtZTgwODEzMzg5MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",A father becomes worried when a local gangster befriends his son in the Bronx in the 1960s.
Batman: Mask of the Phantasm,7.8,PG,1993,76 min,"Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach","Animation, Action, Adventure            ","https://m.media-amazon.com/images/M/MV5BYTRiMWM3MGItNjAxZC00M2E3LThhODgtM2QwOGNmZGU4OWZhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UX67_CR0,0,67,98_AL_.jpg",Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.
Lat sau san taam,7.8,A,1992,128 min,"Chow Yun-Fat, Tony Chiu-Wai Leung, Teresa Mo, Philip Chan","Action, Crime, Thriller            ","https://m.media-amazon.com/images/M/MV5BOTIzZGU4ZWMtYmNjMy00NzU0LTljMGYtZmVkMDYwN2U2MzYwL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.
Boyz n the Hood,7.8,A,1991,112 min,"Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir, Lloyd Avery II","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BZmRjNDI5NTgtOTIwMC00MzJhLWI4ZTYtMmU0ZTE3ZmRkZDNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows the lives of three young males living in the Crenshaw ghetto of Los Angeles, dissecting questions of race, relationships, violence, and future prospects."
Misery,7.8,A,1990,107 min,"James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen","Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
Awakenings,7.8,U,1990,121 min,"Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson","Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BMWUxOTk2NzUtZDBjYi00MzIwLWFlODYtZjFmNDM5MjlkYjJjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them."
Majo no takkyûbin,7.8,U,1989,103 min,"Kirsten Dunst, Minami Takayama, Rei Sakuma, Kappei Yamaguchi","Animation, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BOTc0ODM1Njk1NF5BMl5BanBnXkFtZTcwMDI5OTEyNw@@._V1_UY98_CR1,0,67,98_AL_.jpg","A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service."
Glory,7.8,U,1989,122 min,"Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman","Biography, Drama, History            ","https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY98_CR0,0,67,98_AL_.jpg","Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates."
Dip huet seung hung,7.8,R,1989,111 min,"Chow Yun-Fat, Danny Lee, Sally Yeh, Kong Chu","Action, Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNmM4OTI4MzctY2Q4Yi00ZDQyLWJhNWItYTcxODg3N2I1Mjg2XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UX67_CR0,0,67,98_AL_.jpg",A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
Mississippi Burning,7.8,A,1988,128 min,"Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif","Crime, Drama, History            ","https://m.media-amazon.com/images/M/MV5BZTFjNjU4OTktYzljMS00MmFlLWI3NGEtNjNhMTYwYzUyZDgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
Predator,7.8,A,1987,107 min,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo","Action, Adventure, Horror            ","https://m.media-amazon.com/images/M/MV5BY2QwYmFmZTEtNzY2Mi00ZWMyLWEwY2YtMGIyNGZjMWExOWEyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
