Movie_Name,Movie_Rating,Movie_cerificate,Movie_Year,Movie_Runtime,Movie_Cast,Movie_Genre,Movie_Poster,Movie_Des
Gegen die Wand,7.9,R,2004,121 min,"Birol Ünel, Sibel Kekilli, Güven Kiraç, Zarah Jane McKenzie","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BODBiNzYxNzYtMjkyMi00MjUyLWJkM2YtZjNkMDhhYmEwMTRiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg","With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
Mystic River,7.9,A,2003,138 min,"Sean Penn, Tim Robbins, Kevin Bacon, Emmy Rossum","Crime, Drama, Mystery            ","https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX67_CR0,0,67,98_AL_.jpg",The lives of three men who were childhood friends are shattered when one of them has a family tragedy.
Harry Potter and the Prisoner of Azkaban,7.9,U,2004,142 min,"Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths","Adventure, Family, Fantasy            ","https://m.media-amazon.com/images/M/MV5BMTY4NTIwODg0N15BMl5BanBnXkFtZTcwOTc0MjEzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg","Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard."
Ying xiong,7.9,UA,2002,120 min,"Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors."
Hable con ella,7.9,R,2002,112 min,"Rosario Flores, Javier Cámara, Darío Grandinetti, Leonor Watling","Drama, Mystery, Romance            ","https://m.media-amazon.com/images/M/MV5BMzFhNmQzYWQtMDhmNC00ZGJmLWI5NjYtNmI3MjBiZDNjNjdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg",Two men share an odd friendship while they care for two women who are both in deep comas.
No Man's Land,7.9,R,I 2001,98 min,"Branko Djuric, Rene Bitorajac, Filip Sovagovic, Georges Siatidis","Comedy, Drama, War            ","https://m.media-amazon.com/images/M/MV5BMGFkNjNmZWMtNDdiOS00ZWM3LWE1ZTMtZDU3MGQyMzIyNzZhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap."
The Bourne Identity,7.9,UA,2002,119 min,"Franka Potente, Matt Damon, Chris Cooper, Clive Owen","Action, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BM2JkNGU0ZGMtZjVjNS00NjgyLWEyOWYtZmRmZGQyN2IxZjA2XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg","A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
Nueve reinas,7.9,R,2000,114 min,"Ricardo Darín, Gastón Pauls, Graciela Tenenbaum, María Mercedes Villagra","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BMTYxMDdlYjItMDVkYy00MjYzLThhMTYtYjIzZjZiODk1ZWRmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
Children of Men,7.9,A,2006,109 min,"Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine","Action, Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTQ5NTI2NTI4NF5BMl5BanBnXkFtZTcwNjk2NDA2OQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
Wo hu cang long,7.9,UA,2000,120 min,"Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen","Action, Adventure, Drama            ","https://m.media-amazon.com/images/M/MV5BNDdhMzMxOTctNDMyNS00NTZmLTljNWEtNTc4MDBmZTYxY2NmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
Almost Famous,7.9,A,2000,122 min,"Billy Crudup, Patrick Fugit, Kate Hudson, Frances McDormand","Adventure, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMzY1ZjMwMGEtYTY1ZS00ZDllLTk0ZmUtYzA3ZTA4NmYwNGNkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.
Mulholland Dr.,7.9,UA,2001,147 min,"Naomi Watts, Laura Harring, Justin Theroux, Jeanne Bates","Drama, Mystery, Thriller            ","https://m.media-amazon.com/images/M/MV5BNWM5MWY2ZjItNDY1NC00MzQ3LWFiOGUtYzE2MTI4ZTk1ZTVkXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UY98_CR0,0,67,98_AL_.jpg","After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality."
Shrek,7.9,U,2001,90 min,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
Toy Story 2,7.9,U,1999,92 min,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer","Animation, Adventure, Comedy            ","https://m.media-amazon.com/images/M/MV5BMWM5ZDcxMTYtNTEyNS00MDRkLWI3YTItNThmMGExMWY4NDIwXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX67_CR0,0,67,98_AL_.jpg","When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye."
Titanic,7.9,UA,1997,194 min,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates","Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic."
Knockin' on Heaven's Door,7.9,NA,1997,87 min,"Til Schweiger, Jan Josef Liefers, Thierry van Werveke, Moritz Bleibtreu","Action, Crime, Comedy            ","https://m.media-amazon.com/images/M/MV5BMTk2MjcxNjMzN15BMl5BanBnXkFtZTgwMTE3OTEwNjE@._V1_UY98_CR3,0,67,98_AL_.jpg","Two terminally ill patients escape from a hospital, steal a car and rush towards the sea."
Boogie Nights,7.9,18,1997,155 min,"Mark Wahlberg, Julianne Moore, Burt Reynolds, Luis Guzmán",Drama            ,"https://m.media-amazon.com/images/M/MV5BY2E2YWYxY2QtZmJmZi00MjJlLWFiYWItZTk5Y2IyMWQ1ZThhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent."
Mimi wo sumaseba,7.9,U,1995,111 min,"Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi","Animation, Drama, Family            ","https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
Kôkaku Kidôtai,7.9,UA,1995,83 min,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera","Animation, Action, Crime            ","https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
Once Were Warriors,7.9,A,1994,102 min,"Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNTQ1MmNmYTUtNmY4ZC00NWQyLWE1YmItZDY4ZmNmMDQyMzAwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
Ed Wood,7.9,U,1994,127 min,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette","Biography, Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BNTA5ZjdjNWUtZGUwNy00N2RhLWJiZmItYzFhYjU1NmYxNjY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent."
True Romance,7.9,A,1993,119 min,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer","Crime, Drama, Romance            ","https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it."
Trois couleurs: Bleu,7.9,U,1993,94 min,"Juliette Binoche, Zbigniew Zamachowski, Julie Delpy, Benoît Régent","Drama, Music, Mystery            ","https://m.media-amazon.com/images/M/MV5BZWU5NWQ2MWMtYmI4Ni00Yjk5LTk3ODktMDVlZGViNGUwN2M5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A woman struggles to find a way to live her life after the death of her husband and child.
Carlito's Way,7.9,A,1993,144 min,"Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BN2I2N2Q1YmMtMzZkMC00Y2JjLWJmOWUtNjc2OTM2ZTk1MjUyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg","A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
Bound by Honor,7.9,R,1993,180 min,"Damian Chapa, Jesse Borrego, Benjamin Bratt, Enrique Castillo","Crime, Drama            ","https://m.media-amazon.com/images/M/MV5BNzZmMjAxNjQtZjQzOS00NjU4LWI0NDktZjlkZTgwNjVmNzU3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo."
Edward Scissorhands,7.9,U,1990,105 min,"Johnny Depp, Winona Ryder, Dianne Wiest, Anthony Michael Hall","Drama, Fantasy, Romance            ","https://m.media-amazon.com/images/M/MV5BMWY2MGRkNjgtZDczNi00YWJjLTkwNmUtMTY0NTE5ZDhkZjgwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world."
My Left Foot: The Story of Christy Brown,7.9,U,1989,103 min,"Daniel Day-Lewis, Brenda Fricker, Alison Whelan, Kirsten Sheridan","Biography, Drama            ","https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
Do the Right Thing,7.9,U,1989,120 min,"Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BODA2MjU1NTI1MV5BMl5BanBnXkFtZTgwOTU4ODIwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence."
Crimes and Misdemeanors,7.9,NA,1989,104 min,"Martin Landau, Woody Allen, Bill Bernstein, Claire Bloom","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BYWY3N2EyOWYtNDVhZi00MWRkLTg2OTUtODNkNDQ5ZTIwMGJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
Back to the Future Part II,7.9,U,1989,108 min,"Michael J. Fox, Christopher Lloyd, Lea Thompson, Tom Wilson","Adventure, Comedy, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip."
The Untouchables,7.9,A,1987,119 min,"Kevin Costner, Sean Connery, Robert De Niro, Charles Martin Smith","Crime, Drama, Thriller            ","https://m.media-amazon.com/images/M/MV5BYTVjYWJmMWQtYWU4Ni00MWY3LWI2YmMtNTI5MDE0MWVmMmEzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him."
Sacrifice,7.9,U,1986,149 min,"Erland Josephson, Susan Fleetwood, Allan Edwall, Guðrún Gísladóttir",Drama            ,"https://m.media-amazon.com/images/M/MV5BNTczNDE2YTItNjkwMC00YTNhLTkwMjAtOTIxYmIyZmI1MWUyXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg","At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return."
Hannah and Her Sisters,7.9,NA,1986,107 min,"Mia Farrow, Dianne Wiest, Michael Caine, Barbara Hershey","Comedy, Drama            ","https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
Brazil,7.9,U,1985,132 min,"Jonathan Pryce, Kim Greist, Robert De Niro, Katherine Helmond","Drama, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMDM0YTM3Y2UtNzY5MC00OTc4LThhZTYtMmM0ZGZjMmU1ZjdmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg",A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.
This Is Spinal Tap,7.9,NA,1984,82 min,"Rob Reiner, Michael McKean, Christopher Guest, Kimberly Stringer","Comedy, Music            ","https://m.media-amazon.com/images/M/MV5BMTQ2MTIzMzg5Nl5BMl5BanBnXkFtZTgwOTc5NDI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour."
E.T. the Extra-Terrestrial,7.9,U,1982,115 min,"Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace","Adventure, Family, Sci-Fi            ","https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
Kagemusha,7.9,U,1980,180 min,"Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu","Drama, History, War            ","https://m.media-amazon.com/images/M/MV5BYjk4NzAwYTgtZTdmNi00NDI3LWJkNjAtNmQ2MGU5NmUzMWI3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",A petty thief with an utter resemblance to a samurai warlord is hired as the lord's double. When the warlord later dies the thief is forced to take up arms in his place.
